,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
11-06,300.67,400.5,700.07,1000.18,,,2400.06,1600.57,500.59,1200.38,,,1900.81,2400.03,3100.41,4300.01,,2900.43,3800.5,3800.31,3800.715,,2500.765
11-07,300.67,400.5,700.07,1000.18,,2200.18,2400.49,1600.59,500.82,,,1500.3,1900.76,2300.95,3200.0,,2800.66,3000.59,3700.99,3800.715,,,2600.13
11-08,300.62,400.8,700.07,,1500.54,2200.13,2400.36,1600.52,,,1500.47,1500.31,2000.0,2300.67,,,2900.29,3100.46,3700.69,3800.475,,3800.515,2500.825
11-09,300.52,400.97,,,1500.57,2200.95,2500.03,1600.06,,1200.84,1500.44,1400.88,1900.82,,,4300.0,2900.79,3100.5,3800.32,,3800.52,3800.405,2500.27
11-10,300.5,,,1000.05,1500.32,2200.67,2500.47,,600.1,1300.89,1500.29,1500.31,,,3200.81,4200.9,2900.51,3000.76,,,3800.86,3800.15,2500.68
11-11,,,600.98,900.72,1500.45,2200.72,,,500.31,1300.99,1500.13,1500.3,,2300.52,3300.3,4200.42,2900.63,,,3800.99,3800.5,3900.895,2500.635
11-12,,400.77,700.13,900.74,1500.39,,,1500.9,500.31,1300.93,1400.7,,1900.69,2300.7,3200.55,4100.99,,,3700.8,3800.59,3800.865,4000.53,2500.69
11-13,300.41,500.33,700.23,900.73,,,2500.66,1500.7,500.07,1300.83,,,1900.07,2300.11,3100.93,4400.0,,3000.32,3800.235,3700.945,3900.205,,2500.48
11-14,300.47,500.05,700.22,900.66,,2300.24,2500.09,1500.63,500.16,,,1500.52,1800.83,2300.65,3200.57,,2900.56,3000.83,3700.885,3800.19,,,2500.63
11-15,300.44,400.77,700.17,,1500.43,2200.98,2500.07,1500.44,,,1400.77,1500.97,1900.05,2300.8,,,2900.51,3000.4,3800.02,3700.7,,4000.025,2500.01
11-16,300.41,400.79,,,1500.54,2300.01,2400.98,1600.01,,1400.21,1400.52,1600.43,1800.86,,,4400.31,2900.44,2900.8,3700.86,,3900.15,3900.93,2500.455
11-17,300.4,,,900.14,1600.18,2300.49,2400.29,,500.21,1400.05,1400.47,1600.29,,,3200.85,4400.27,2900.7,2900.81,,,3800.925,3900.295,2500.515
11-18,,,700.2,800.9,1600.57,2300.51,,,500.37,1300.88,1400.45,1600.36,,2400.15,3300.75,4300.75,2900.65,,,3700.45,3800.57,3800.995,2500.455
11-19,,400.77,700.35,800.7,1600.03,,,1500.66,500.2,1300.29,1400.51,,1800.91,2400.05,3400.98,4200.96,,,3700.315,3700.52,3800.785,3900.05,2500.45
11-20,300.35,500.15,700.22,800.86,,,2300.71,1500.59,400.74,1300.44,,,1800.91,2400.13,3500.35,4200.0,,3000.14,3600.79,3700.64,3800.715,,2500.395
11-21,300.33,500.02,700.4,900.2,,2300.81,2400.07,1500.32,400.61,,,1500.75,1900.22,2400.05,3400.18,,2900.46,3000.05,3600.93,3700.4,,,2400.945
11-22,300.17,500.24,700.31,,1600.46,2300.78,2300.9,1500.52,,,1400.52,1500.9,1900.28,2400.22,,,2900.17,2900.86,3700.48,3700.44,,3800.695,2500.08
11-23,300.09,500.1,,,1600.39,2300.99,2300.9,1500.5,,1300.72,1400.2,1500.96,1900.44,,,4300.18,2900.3,3000.1,3800.12,,3900.02,3800.3,2400.9
11-24,300.19,,,900.26,1600.56,2400.77,2400.2,,500.13,1300.54,1400.2,1500.68,,,3300.02,4200.79,2900.07,3000.34,,,3900.06,3800.48,2500.065
11-25,,,700.21,900.41,1600.46,2400.58,,,500.31,1300.44,1400.67,1500.86,,2400.6,3300.35,4400.77,2900.39,,,3700.295,3900.7,3800.32,2500.0
11-26,,500.22,700.13,900.96,1600.3,,,1500.52,500.21,1300.11,1400.61,,1900.39,2300.92,3300.5,4400.6,,,3700.95,3600.57,3900.77,3700.965,2400.94
11-27,300.3,500.1,700.17,1000.08,,,2400.13,1500.27,500.71,1300.49,,,1900.44,2300.6,3300.72,4300.79,,2900.98,3700.2,3600.385,4000.045,,2400.945
11-28,300.02,500.06,700.27,1000.24,,2400.69,2400.05,1500.54,500.51,,,1600.31,1900.58,2300.7,3400.37,,2900.8,2900.57,3700.4,3600.35,,,2400.82
11-29,200.94,500.09,700.22,,1600.17,2400.7,2400.67,1500.63,,,1400.48,1600.17,2000.08,2300.5,,,3000.75,2900.25,3700.145,3600.09,,3700.855,2400.91
11-30,200.49,500.1,,,1500.82,2400.63,2400.9,1500.78,,1300.22,1400.44,1600.77,1900.75,,,4200.29,3100.42,2800.39,3700.75,,3900.685,3700.525,2400.885
12-01,200.5,,,1000.62,1500.46,2500.11,2500.13,,500.16,1300.45,1400.95,1600.95,,,3600.26,4200.63,3100.5,2800.88,,,3900.785,3700.72,2400.845
12-02,,,700.17,1000.49,1500.1,2500.01,,,500.24,1300.38,1500.19,1600.95,,2300.45,3700.45,4200.26,3100.14,,,3500.59,4000.45,3800.12,2500.845
12-03,,500.11,700.03,1000.54,1400.57,,,1500.86,500.16,1300.77,1500.31,,1900.79,2300.2,3700.0,4200.5,,,3700.67,3500.34,4000.0,3800.12,2500.86
12-04,200.56,500.26,600.86,1000.29,,,2500.19,1500.69,500.33,1300.89,,,1900.64,2300.44,3600.93,4200.21,,2800.71,3700.995,3500.3,3800.995,,2500.615
12-05,200.98,500.2,600.87,1000.18,,2500.04,2600.58,1600.0,500.23,,,1700.11,1900.76,2200.92,3500.1,,3100.72,2800.85,3800.57,3500.69,,,2500.59
12-06,200.9,500.4,600.83,,1400.52,2500.41,2700.26,1500.91,,,1500.54,1600.5,1900.62,2300.1,,,3100.8,2900.27,3900.13,3600.745,,3800.16,2500.46
12-07,200.78,500.35,,,1400.52,2500.69,2600.95,1600.33,,1300.62,1500.42,1600.51,1900.75,,,4300.08,3100.85,2800.84,3800.55,,3900.23,3800.54,2500.425
12-08,300.05,,,1000.33,1400.0,2500.6,2600.81,,500.63,1300.51,1500.45,1600.61,,,3300.8,4400.2,3300.4,2900.21,,,3900.35,3800.135,2500.36
12-09,,,600.85,1000.22,1200.95,2500.66,,,500.51,1300.47,1500.54,1500.98,,2300.63,3400.19,4300.8,3300.27,,,3700.17,3800.82,3800.25,2500.165
12-10,,500.38,600.8,1000.46,1200.64,,,1600.49,500.67,1300.46,1500.53,,1900.87,2400.1,3300.91,4200.4,,,3800.17,3600.895,3900.15,3800.055,2500.275
12-11,200.99,500.36,600.75,1000.38,,,2600.5,1600.36,500.83,1300.46,,,2000.3,2400.3,3300.01,4200.16,,2900.99,3800.115,3600.775,3900.915,,2500.185
12-12,200.99,500.36,600.75,1000.38,,2500.93,2600.81,1600.45,500.56,,,1500.59,2000.84,2400.2,3200.43,,3200.1,3000.0,3700.93,3700.325,,,2500.095
12-13,300.0,500.24,600.75,,1200.64,2600.04,2600.74,1600.38,,,1500.33,1500.97,2000.84,2400.41,,,3200.74,2900.24,3700.84,3700.365,,3700.19,2500.065
12-14,200.84,500.28,,,1300.46,2500.98,2600.78,1600.17,,1300.57,1500.3,1600.16,2000.93,,,4100.85,3200.65,2900.19,3800.1,,4000.2,3700.0,2400.93
12-15,200.59,,,1000.43,1400.05,2600.27,2700.08,,500.76,1300.77,1500.47,1600.22,,,2900.5,4200.5,3200.31,2900.89,,,4000.04,3800.36,2400.585
12-16,,,600.5,1000.1,1300.77,2600.08,,,600.28,1400.48,1500.37,1600.04,,2400.69,2700.67,4200.71,3200.27,,,3700.07,4000.01,3800.235,2400.955
12-17,,500.39,600.7,1000.07,1300.23,,,1600.09,600.57,1400.14,1500.48,,2000.49,2500.0,2800.03,4300.3,,,3800.32,3700.385,3900.77,3800.56,2400.82
12-18,200.7,500.38,600.66,1000.21,,,2700.61,1600.09,600.24,1400.29,,,2000.56,2500.32,3000.5,4200.15,,2900.65,3900.1,3700.05,4000.28,,2400.89
12-19,200.66,500.47,600.72,1000.5,,2500.99,2600.79,1600.01,600.19,,,1500.97,2000.5,2500.36,2900.8,,3200.2,2900.08,3900.09,3700.17,,,2400.825
12-20,200.59,500.64,600.69,,1400.12,2500.65,2700.45,1600.02,,,1500.5,1500.94,2000.36,2500.5,,,3200.1,2800.75,3900.4,3700.8,,3800.425,2500.12
12-21,200.42,500.65,,,1400.17,2500.9,2700.6,1500.94,,1400.29,1500.65,1500.79,2000.15,,,4300.15,3100.31,2800.38,3800.92,,4000.73,3800.06,2500.385
12-22,200.59,,,1000.6,1400.18,2600.16,2700.62,,600.24,1400.17,1500.7,1600.17,,,2900.69,4300.34,3100.08,2800.49,,,4100.32,3800.005,2500.32
12-23,,,600.66,1000.6,1400.37,2500.97,,,600.38,1400.31,1500.65,1600.1,,2500.87,2900.67,4400.29,3100.25,,,3800.19,4100.31,3700.98,2500.32
12-24,,500.74,600.59,1000.79,1400.39,,,1500.97,600.24,1400.08,1500.61,,2000.26,2500.82,3000.09,4300.76,,,3800.615,3700.915,4000.655,3800.005,2500.36
12-25,200.59,500.66,600.88,1000.89,,,2700.7,1500.94,500.99,1400.04,,,2000.19,2500.7,2900.87,4300.77,,2800.37,3800.725,3700.71,4100.06,,2500.37
12-26,200.58,500.74,700.05,1100.1,,2500.87,2800.05,1500.86,500.77,,,1600.29,2000.34,2500.7,3000.08,,3000.8,2800.0,3800.8,3800.2,,,2500.475
12-27,200.64,500.91,700.08,,1400.85,2500.68,2800.37,1500.79,,,1500.48,1600.25,2000.14,2500.87,,,3100.09,2800.11,3900.0,3800.26,,3800.41,2500.905
12-28,200.61,600.0,,,1400.71,2500.18,2800.81,1500.58,,1400.26,1500.43,1600.34,1900.92,,,4300.45,3100.55,2800.12,3800.915,,4100.13,3800.15,2600.065
12-29,200.61,,,1100.24,1400.94,2500.61,2900.67,,500.9,1400.47,1500.62,1600.38,,,3000.51,4400.05,3100.9,2800.15,3900.395,,4100.57,3800.34,2600.315
12-30,,,700.45,1100.36,1500.04,2500.68,,,500.98,1400.59,1500.67,1600.5,,2500.88,2900.5,4400.23,3200.07,,,3700.725,4100.835,3800.57,2600.13
12-31,,,600.1,700.85,1100.36,1500.04,,,1500.58,600.09,1400.61,1500.67,,1900.92,2500.88,2900.5,4400.23,,,,,,
