,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
11-25,,,60.33,70.34,130.54,310.49,,,250.29,700.01,1020.64,780.46,,1050.22,740.11,1080.51,1600.36,,,2370.98,2510.35,3170.29,1360.53
11-26,,10.23,60.19,70.4,130.59,,,1010.04,240.12,670.04,1010.43,,890.18,1030.35,730.85,1060.48,,,1880.5,2350.0,2510.5,3040.42,1350.93
11-27,10.0,10.27,60.24,70.72,,,650.45,990.79,240.58,670.38,,,890.13,1020.76,730.04,1040.55,,2260.76,1910.03,2340.22,2510.18,,1360.32
11-28,0.96,10.28,60.25,70.55,,310.98,650.2,1010.19,230.25,,,820.98,870.81,1020.66,720.25,,1590.4,2300.0,1900.2,2350.2,,,1350.53
11-29,0.92,10.32,60.46,,130.55,310.65,650.85,1020.46,,,1000.76,820.6,870.88,1030.27,,,1580.07,2280.2,1950.76,2330.98,,3160.57,1360.37
11-30,0.8,10.39,,,130.76,310.86,650.43,1030.89,,690.17,1010.75,870.55,910.4,,,1020.9,1580.7,2240.35,1940.0,,2490.65,3150.0,1360.78
12-01,0.76,,,70.84,130.45,330.0,650.37,,220.05,710.16,1030.43,870.71,,,730.79,1010.3,1580.7,2210.5,,,2590.76,3240.4,1370.15
12-02,,,60.35,70.83,130.44,340.1,,,210.91,710.42,1030.68,890.52,,1020.45,710.64,1020.5,1590.4,,,2330.77,2640.99,3260.8,1360.66
12-03,,10.43,60.35,70.83,130.27,,,1030.98,200.99,720.51,1020.99,,920.7,1000.13,720.0,1040.0,,,2000.3,2300.66,2630.94,3200.66,1350.93
12-04,0.78,10.53,60.4,70.73,,,650.47,1020.97,200.42,740.57,,,910.82,980.95,710.04,1030.05,,2240.6,1990.0,2310.59,2690.21,,1360.56
12-05,0.86,10.56,60.39,70.75,,340.23,650.7,1030.97,200.47,,,900.0,930.82,980.2,680.6,,1620.02,2230.91,1960.0,2310.71,,,1420.0
12-06,0.87,10.7,60.39,,130.23,330.83,690.2,1030.91,,,1050.71,860.16,930.53,990.81,,,1590.35,2230.75,1920.19,2350.14,,3070.5,1400.61
12-07,0.81,10.89,,,130.85,340.73,710.6,1040.89,,730.65,1070.32,850.08,930.18,,,1030.0,1590.95,2190.81,1950.01,,2750.8,3090.79,1420.32
12-08,0.86,,,70.8,130.0,340.5,730.85,,210.49,720.49,1040.78,860.01,,,650.3,970.0,1680.98,2200.89,,,2750.5,2960.95,1390.92
12-09,,,60.31,70.81,120.42,340.69,,,210.02,730.15,1040.62,820.49,,1010.0,660.26,1000.66,1690.66,,,2370.04,2780.48,3000.4,1400.03
12-10,,10.9,60.18,70.77,120.1,,,1070.22,210.11,740.35,1040.87,,930.48,1000.18,670.77,1000.13,,,1910.8,2370.91,2810.81,2970.44,1400.3
12-11,0.84,10.99,60.12,70.74,,,750.13,1080.3,220.04,740.96,,,930.63,1000.65,650.95,980.15,,2270.69,1920.57,2400.32,2830.67,,1400.33
12-12,0.84,10.99,60.12,70.74,,350.04,760.2,1080.12,220.09,,,790.93,930.71,980.9,640.2,,1750.4,2270.9,1900.45,2410.05,,,1390.48
12-13,0.86,10.82,60.12,,120.1,340.87,770.64,1050.87,,,1070.42,820.71,930.36,980.8,,,1760.9,2210.8,1890.17,2410.21,,2800.64,1380.13
12-14,0.82,10.84,,,120.75,340.61,780.75,1040.34,,760.13,1070.3,810.36,930.49,,,970.7,1730.7,2290.9,1840.93,,2790.04,2840.9,1370.3
12-15,0.75,,,70.69,120.75,340.72,780.25,,220.53,770.19,1070.67,820.29,,,600.63,1000.0,1740.92,2260.53,,,2760.47,2860.65,1340.55
12-16,,,50.98,70.53,120.65,340.69,,,220.8,820.06,1060.24,800.78,,990.79,530.5,1020.45,1730.9,,,2410.45,2780.35,2950.89,1350.45
12-17,,10.98,60.08,70.59,120.34,,,1030.83,220.32,810.14,1050.65,,930.53,1000.0,590.9,1030.75,,,1820.3,2410.6,2780.16,2940.9,1360.16
12-18,0.79,20.02,50.98,70.53,,,810.2,1050.18,210.49,810.42,,,950.15,1000.1,620.91,980.81,,2270.4,1860.6,2460.2,2710.15,,1350.14
12-19,0.78,20.13,60.13,70.7,,340.84,800.1,1050.4,220.12,,,810.63,940.55,1010.73,610.44,,1740.3,2240.1,1880.85,2440.0,,,1340.64
12-20,0.71,20.13,60.08,,120.6,340.65,820.3,1050.75,,,1050.45,820.59,940.51,1020.2,,,1750.9,2260.0,1890.3,2440.71,,2880.4,1380.28
12-21,0.69,20.13,,,130.44,340.83,820.61,1050.76,,810.25,1060.76,800.29,930.47,,,980.73,1740.71,2230.6,1860.79,,2590.89,2910.7,1370.75
12-22,0.73,,,70.72,130.2,360.97,810.77,,220.78,810.38,1060.85,800.05,,,580.6,990.8,1700.0,2210.44,,,2620.92,2940.0,1370.69
12-23,,,60.0,70.71,130.34,370.4,,,230.5,800.82,1060.99,790.86,,1020.22,540.0,1020.96,1710.15,,,2480.8,2680.83,2920.8,1370.94
12-24,,20.24,50.96,70.63,130.69,,,1050.44,230.23,810.0,1060.19,,920.49,1010.9,550.0,1010.35,,,1840.3,2480.67,2690.12,2930.89,1380.25
12-25,0.72,20.2,50.89,70.59,,,810.15,1040.04,220.88,800.89,,,920.43,1010.62,580.7,1010.34,,2230.3,1830.3,2480.04,2700.7,,1370.84
12-26,0.69,20.24,50.92,70.62,,370.93,810.06,1030.8,220.23,,,810.49,920.41,1010.91,570.13,,1710.97,2230.57,1830.4,2480.24,,,1400.95
12-27,0.7,20.22,60.04,,130.77,370.72,840.78,1030.58,,,1050.15,790.97,920.68,1000.65,,,1720.27,2260.98,1850.0,2520.06,,2950.68,1390.9
12-28,0.7,20.17,,,130.63,370.26,890.67,1020.3,,800.3,1040.53,790.27,920.92,,,1000.2,1700.1,2240.2,1860.5,,2740.3,2950.0,1390.51
12-29,0.7,,,70.67,130.44,370.88,920.2,,210.99,810.13,1040.26,780.9,,,540.51,1010.82,1710.3,2250.2,1860.3,,2720.74,2930.51,1400.96
12-30,,,60.06,70.58,130.91,370.65,,,220.53,810.87,1040.36,790.35,,1010.05,540.9,1010.26,1730.25,,,2540.75,2710.1,2930.49,1410.15
12-31,,,20.22,60.11,70.58,130.91,,,1020.3,220.79,830.14,1040.36,,920.92,1010.05,540.9,1010.26,,,,,,
